assays_assay_id,assays_tid,assays_relationship_type,assays_confidence_score,assays_curated_by,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id,assays_variant_id
10944,50588,N,1,Intermediate,1,,CHEMBL625089,,BAO_0000218,1637.0,
10945,50588,N,1,Intermediate,1,,CHEMBL625090,,BAO_0000218,1637.0,
10946,50588,N,1,Intermediate,1,,CHEMBL625091,,BAO_0000218,1637.0,
10947,50588,N,1,Intermediate,1,,CHEMBL625092,,BAO_0000218,1637.0,
10948,50588,N,1,Intermediate,1,,CHEMBL625093,,BAO_0000218,1637.0,
10949,50588,N,1,Intermediate,1,,CHEMBL625094,,BAO_0000218,1637.0,
10950,50588,N,1,Intermediate,1,,CHEMBL625095,,BAO_0000218,1637.0,
10951,50588,N,1,Intermediate,1,,CHEMBL625096,,BAO_0000218,,
10952,50597,N,1,Intermediate,1,,CHEMBL625097,,BAO_0000218,,
10953,22224,U,0,Autocuration,1,,CHEMBL882956,,BAO_0000218,,
10954,50597,N,1,Intermediate,1,,CHEMBL625098,,BAO_0000218,,
10955,22224,U,0,Autocuration,1,,CHEMBL625099,,BAO_0000218,,
10956,50597,N,1,Intermediate,1,,CHEMBL625100,,BAO_0000218,,
10957,50588,N,1,Intermediate,1,,CHEMBL625101,,BAO_0000218,,
10958,50597,N,1,Intermediate,1,,CHEMBL874396,,BAO_0000218,,
10959,22224,U,0,Autocuration,1,,CHEMBL625102,,BAO_0000218,,
10960,50588,N,1,Intermediate,1,,CHEMBL625103,,BAO_0000218,,
10961,100712,N,1,Intermediate,1,,CHEMBL625104,,BAO_0000218,,
10962,22224,U,0,Autocuration,1,,CHEMBL625105,,BAO_0000218,,
10963,50597,N,1,Intermediate,1,,CHEMBL625106,,BAO_0000218,,
10964,22224,U,0,Autocuration,1,,CHEMBL625107,,BAO_0000218,,
10965,50594,N,1,Intermediate,1,,CHEMBL625108,,BAO_0000218,,
10966,22224,U,0,Autocuration,1,,CHEMBL625109,,BAO_0000218,,
10967,22224,U,0,Autocuration,1,,CHEMBL625110,,BAO_0000218,,
10968,22224,U,0,Autocuration,1,,CHEMBL625111,,BAO_0000218,,
10969,50594,N,1,Intermediate,1,,CHEMBL625112,,BAO_0000218,,
10970,50594,N,1,Intermediate,1,,CHEMBL875334,,BAO_0000218,,
10971,22224,U,0,Autocuration,1,,CHEMBL628617,,BAO_0000218,,
10972,22224,U,0,Autocuration,1,,CHEMBL628618,,BAO_0000218,,
10973,22224,U,0,Autocuration,1,,CHEMBL628619,,BAO_0000218,,
10974,22224,U,0,Autocuration,1,,CHEMBL628620,,BAO_0000218,,
10975,100710,N,1,Intermediate,1,,CHEMBL628621,,BAO_0000218,,
10976,100710,N,1,Intermediate,1,,CHEMBL628622,,BAO_0000218,,
10977,100710,N,1,Intermediate,1,,CHEMBL628623,,BAO_0000218,,
10978,100710,N,1,Intermediate,1,,CHEMBL628624,,BAO_0000218,1969.0,
10979,50594,N,1,Intermediate,1,,CHEMBL628625,,BAO_0000218,1969.0,
10980,100710,N,1,Intermediate,1,,CHEMBL628626,,BAO_0000218,1969.0,
10981,50594,N,1,Intermediate,1,,CHEMBL627041,,BAO_0000218,1969.0,
10982,50594,N,1,Intermediate,1,,CHEMBL627042,,BAO_0000218,1969.0,
10983,50594,N,1,Intermediate,1,,CHEMBL627043,,BAO_0000218,1969.0,
10984,22224,U,0,Autocuration,1,,CHEMBL627044,,BAO_0000218,1969.0,
10985,50594,N,1,Intermediate,1,,CHEMBL627045,,BAO_0000218,1969.0,
10986,22224,U,0,Autocuration,1,,CHEMBL627046,,BAO_0000218,1969.0,
10987,50597,N,1,Intermediate,1,,CHEMBL627047,,BAO_0000218,1969.0,
10988,50597,N,1,Intermediate,1,,CHEMBL627048,,BAO_0000218,1969.0,
10989,50597,N,1,Intermediate,1,,CHEMBL627049,,BAO_0000218,,
10990,50597,N,1,Intermediate,1,,CHEMBL627050,,BAO_0000218,,
10991,50597,N,1,Intermediate,1,,CHEMBL627051,,BAO_0000218,,
10992,50597,N,1,Intermediate,1,,CHEMBL627052,,BAO_0000218,,
10993,50597,N,1,Intermediate,1,,CHEMBL627053,,BAO_0000218,,
10994,50597,N,1,Intermediate,1,,CHEMBL627054,,BAO_0000218,,
10995,50594,N,1,Intermediate,1,,CHEMBL627055,,BAO_0000218,,
10996,50594,N,1,Intermediate,1,,CHEMBL627056,,BAO_0000218,,
10997,50594,N,1,Intermediate,1,,CHEMBL627057,,BAO_0000218,,
10998,50594,N,1,Intermediate,1,,CHEMBL627058,,BAO_0000218,,
10999,50594,N,1,Intermediate,1,,CHEMBL626211,,BAO_0000218,,
11000,22224,U,0,Autocuration,1,,CHEMBL626212,,BAO_0000218,,
11001,50588,N,1,Intermediate,1,,CHEMBL626213,,BAO_0000218,,
11002,50588,N,1,Intermediate,1,,CHEMBL626214,,BAO_0000218,,
11003,50588,N,1,Intermediate,1,,CHEMBL626215,,BAO_0000218,,
11004,50588,N,1,Intermediate,1,,CHEMBL626216,,BAO_0000218,,
11005,22224,U,0,Autocuration,1,,CHEMBL626217,,BAO_0000218,178.0,
11006,22224,U,0,Autocuration,1,,CHEMBL626218,,BAO_0000218,178.0,
11007,22224,U,0,Autocuration,1,,CHEMBL626219,,BAO_0000218,178.0,
11008,22224,U,0,Autocuration,1,,CHEMBL626220,,BAO_0000218,178.0,
11009,22224,U,0,Autocuration,1,,CHEMBL626221,,BAO_0000218,178.0,
11010,22224,U,0,Autocuration,1,,CHEMBL626222,,BAO_0000218,178.0,
11011,50512,N,1,Intermediate,1,,CHEMBL626223,,BAO_0000218,,
11012,50512,N,1,Intermediate,1,,CHEMBL626224,,BAO_0000218,,
11013,50597,N,1,Intermediate,1,,CHEMBL626225,,BAO_0000218,955.0,
11014,50597,N,1,Intermediate,1,,CHEMBL626226,,BAO_0000218,955.0,
11015,50597,N,1,Intermediate,1,,CHEMBL626227,,BAO_0000218,955.0,
11016,50597,N,1,Intermediate,1,,CHEMBL626228,,BAO_0000218,955.0,
11017,50597,N,1,Intermediate,1,,CHEMBL626229,,BAO_0000218,,
11018,50597,N,1,Intermediate,1,,CHEMBL626921,,BAO_0000218,,
11019,50597,N,1,Intermediate,1,,CHEMBL876793,,BAO_0000218,,
11020,50597,N,1,Intermediate,1,,CHEMBL625309,,BAO_0000218,,
11021,50278,N,1,Intermediate,1,,CHEMBL625310,,BAO_0000218,,
11022,22224,U,0,Autocuration,1,,CHEMBL625311,,BAO_0000218,,
11023,50597,N,1,Intermediate,1,,CHEMBL625312,,BAO_0000218,,
11024,22224,U,0,Autocuration,1,,CHEMBL625313,,BAO_0000218,,
11025,50594,N,1,Intermediate,1,,CHEMBL625314,,BAO_0000218,,
11026,50597,N,1,Intermediate,1,,CHEMBL625315,,BAO_0000218,,
11027,50597,N,1,Intermediate,1,,CHEMBL625316,,BAO_0000218,2107.0,
11028,50597,N,1,Intermediate,1,,CHEMBL625317,,BAO_0000218,2107.0,
11029,50597,N,1,Intermediate,1,,CHEMBL625318,,BAO_0000218,2107.0,
11030,50597,N,1,Intermediate,1,,CHEMBL625319,,BAO_0000218,2107.0,
11031,50597,N,1,Intermediate,1,,CHEMBL625320,,BAO_0000218,2107.0,
11032,50597,N,1,Intermediate,1,,CHEMBL625321,,BAO_0000218,2107.0,
11033,50597,N,1,Intermediate,1,,CHEMBL625322,,BAO_0000218,2107.0,
11034,50597,N,1,Intermediate,1,,CHEMBL876801,,BAO_0000218,2107.0,
11035,50597,N,1,Intermediate,1,,CHEMBL625323,,BAO_0000218,2107.0,
11036,50597,N,1,Intermediate,1,,CHEMBL625324,,BAO_0000218,2107.0,
11037,50597,N,1,Intermediate,1,,CHEMBL625325,,BAO_0000218,2107.0,
11038,50597,N,1,Intermediate,1,,CHEMBL625326,,BAO_0000218,2107.0,
11039,50597,N,1,Intermediate,1,,CHEMBL625327,,BAO_0000218,2107.0,
11040,50597,N,1,Intermediate,1,,CHEMBL625328,,BAO_0000218,2107.0,
11041,50597,N,1,Intermediate,1,,CHEMBL625329,,BAO_0000218,2048.0,
11042,50597,N,1,Intermediate,1,,CHEMBL625330,,BAO_0000218,2048.0,
11043,50597,N,1,Intermediate,1,,CHEMBL627774,,BAO_0000218,2048.0,
11044,50597,N,1,Intermediate,1,,CHEMBL627775,,BAO_0000218,2048.0,
11045,50597,N,1,Intermediate,1,,CHEMBL627949,,BAO_0000218,2048.0,
11046,50597,N,1,Intermediate,1,,CHEMBL627950,,BAO_0000218,2048.0,
11047,50597,N,1,Intermediate,1,,CHEMBL627951,,BAO_0000218,2048.0,
11048,50597,N,1,Intermediate,1,,CHEMBL627952,,BAO_0000218,2048.0,
11049,50597,N,1,Intermediate,1,,CHEMBL627953,,BAO_0000218,2048.0,
11050,50597,N,1,Intermediate,1,,CHEMBL627954,,BAO_0000218,2048.0,
11051,50597,N,1,Intermediate,1,,CHEMBL627955,,BAO_0000218,2048.0,
11052,50597,N,1,Intermediate,1,,CHEMBL627956,,BAO_0000218,2048.0,
11053,50597,N,1,Intermediate,1,,CHEMBL876802,,BAO_0000218,2048.0,
11054,50597,N,1,Intermediate,1,,CHEMBL627957,,BAO_0000218,2048.0,
11055,50597,N,1,Intermediate,1,,CHEMBL627958,,BAO_0000218,2048.0,
11056,50597,N,1,Intermediate,1,,CHEMBL627959,,BAO_0000218,2048.0,
11057,50597,N,1,Intermediate,1,,CHEMBL627960,,BAO_0000218,2048.0,
11058,50597,N,1,Intermediate,1,,CHEMBL627961,,BAO_0000218,2048.0,
11059,50597,N,1,Intermediate,1,,CHEMBL627962,,BAO_0000218,2048.0,
11060,50597,N,1,Intermediate,1,,CHEMBL627963,,BAO_0000218,,
11061,50597,N,1,Intermediate,1,,CHEMBL624759,,BAO_0000218,,
11062,50597,N,1,Intermediate,1,,CHEMBL624760,,BAO_0000218,,
11063,50597,N,1,Intermediate,1,,CHEMBL624761,,BAO_0000218,,
11064,50597,N,1,Intermediate,1,,CHEMBL877607,,BAO_0000218,,
11065,50597,N,1,Intermediate,1,,CHEMBL624762,,BAO_0000218,2107.0,
11066,50597,N,1,Intermediate,1,,CHEMBL624763,,BAO_0000218,2107.0,
11067,50597,N,1,Intermediate,1,,CHEMBL624764,,BAO_0000218,2107.0,
11068,50597,N,1,Intermediate,1,,CHEMBL624765,,BAO_0000218,2107.0,
11069,50597,N,1,Intermediate,1,,CHEMBL624766,,BAO_0000218,2107.0,
11070,50588,N,1,Intermediate,1,,CHEMBL624767,,BAO_0000218,,
11071,50588,N,1,Intermediate,1,,CHEMBL624768,,BAO_0000218,,
11072,50588,N,1,Intermediate,1,,CHEMBL624769,,BAO_0000218,,
11073,50588,N,1,Intermediate,1,,CHEMBL624770,,BAO_0000218,,
11074,50588,N,1,Intermediate,1,,CHEMBL624771,,BAO_0000218,,
11075,50588,N,1,Intermediate,1,,CHEMBL624772,,BAO_0000218,,
11076,50597,N,1,Intermediate,1,,CHEMBL624773,,BAO_0000218,,
11077,50597,N,1,Intermediate,1,,CHEMBL624774,,BAO_0000218,,
11078,50597,N,1,Intermediate,1,,CHEMBL624775,,BAO_0000218,,
11079,50597,N,1,Intermediate,1,,CHEMBL624776,,BAO_0000218,,
11080,50597,N,1,Intermediate,1,,CHEMBL624777,,BAO_0000218,,
11081,50597,N,1,Intermediate,1,,CHEMBL624778,,BAO_0000218,,
11082,50597,N,1,Intermediate,1,,CHEMBL624779,,BAO_0000218,,
11083,50597,N,1,Intermediate,1,,CHEMBL624780,,BAO_0000218,,
11084,50597,N,1,Intermediate,1,,CHEMBL624781,,BAO_0000218,,
11085,50597,N,1,Intermediate,1,,CHEMBL877608,,BAO_0000218,,
11086,50597,N,1,Intermediate,1,,CHEMBL624782,,BAO_0000218,,
11087,50597,N,1,Intermediate,1,,CHEMBL624783,,BAO_0000218,,
11088,50597,N,1,Intermediate,1,,CHEMBL624784,,BAO_0000218,,
11089,50597,N,1,Intermediate,1,,CHEMBL624785,,BAO_0000218,,
11090,50597,N,1,Intermediate,1,,CHEMBL624786,,BAO_0000218,,
11091,50597,N,1,Intermediate,1,,CHEMBL624787,,BAO_0000218,,
11092,50597,N,1,Intermediate,1,,CHEMBL628676,,BAO_0000218,,
11093,50597,N,1,Intermediate,1,,CHEMBL621842,,BAO_0000218,,
11094,50597,N,1,Intermediate,1,,CHEMBL621843,,BAO_0000218,,
11095,50597,N,1,Intermediate,1,,CHEMBL623873,,BAO_0000218,,
11096,50597,N,1,Intermediate,1,,CHEMBL623874,,BAO_0000218,,
11097,50597,N,1,Intermediate,1,,CHEMBL623875,,BAO_0000218,,
11098,50597,N,1,Intermediate,1,,CHEMBL623876,,BAO_0000218,,
11099,50588,N,1,Intermediate,1,,CHEMBL623877,,BAO_0000218,,
11100,50588,N,1,Intermediate,1,,CHEMBL623878,,BAO_0000218,,
11101,50588,N,1,Intermediate,1,,CHEMBL623879,,BAO_0000218,,
11102,50588,N,1,Intermediate,1,,CHEMBL623880,,BAO_0000218,,
11103,50588,N,1,Intermediate,1,,CHEMBL623881,,BAO_0000218,,
11104,50588,N,1,Intermediate,1,,CHEMBL623957,,BAO_0000218,,
11105,50588,N,1,Intermediate,1,,CHEMBL623958,,BAO_0000218,,
11106,50588,N,1,Intermediate,1,,CHEMBL623959,,BAO_0000218,,
11107,50588,N,1,Intermediate,1,,CHEMBL623960,,BAO_0000218,,
11108,50588,N,1,Intermediate,1,,CHEMBL623961,,BAO_0000218,,
11109,50588,N,1,Intermediate,1,,CHEMBL623962,,BAO_0000218,,
11110,50588,N,1,Intermediate,1,,CHEMBL624676,,BAO_0000218,,
11111,50588,N,1,Intermediate,1,,CHEMBL624677,,BAO_0000218,,
11112,50588,N,1,Intermediate,1,,CHEMBL624678,,BAO_0000218,,
11113,50588,N,1,Intermediate,1,,CHEMBL624679,,BAO_0000218,,
11114,50588,N,1,Intermediate,1,,CHEMBL624680,,BAO_0000218,,
11115,22224,U,0,Autocuration,1,,CHEMBL624849,,BAO_0000218,,
11116,22224,U,0,Autocuration,1,,CHEMBL624850,,BAO_0000218,,
11117,22224,U,0,Autocuration,1,,CHEMBL874399,,BAO_0000218,,
11118,22224,U,0,Autocuration,1,,CHEMBL624851,,BAO_0000218,,
11119,22224,U,0,Autocuration,1,,CHEMBL624852,,BAO_0000218,,
11120,22224,U,0,Autocuration,1,,CHEMBL624853,,BAO_0000218,,
11121,22224,U,0,Autocuration,1,,CHEMBL624854,,BAO_0000218,,
11122,22224,U,0,Autocuration,1,,CHEMBL624855,,BAO_0000218,,
11123,22224,U,0,Autocuration,1,,CHEMBL624856,,BAO_0000218,,
11124,22224,U,0,Autocuration,1,,CHEMBL882957,,BAO_0000218,,
11125,22224,U,0,Autocuration,1,,CHEMBL624857,,BAO_0000218,,
11126,50597,N,1,Intermediate,1,,CHEMBL622202,,BAO_0000218,,
11127,22224,U,0,Autocuration,1,,CHEMBL622203,,BAO_0000218,,
11128,50597,N,1,Intermediate,1,,CHEMBL625522,,BAO_0000218,,
11129,22224,U,0,Autocuration,1,,CHEMBL622868,,BAO_0000218,,
11130,22224,U,0,Autocuration,1,,CHEMBL622869,,BAO_0000218,1088.0,
11131,22224,U,0,Autocuration,1,,CHEMBL622870,,BAO_0000218,1088.0,
11132,22224,U,0,Autocuration,1,,CHEMBL622871,,BAO_0000218,,
11133,100710,N,1,Intermediate,1,,CHEMBL620560,,BAO_0000218,,
11134,22224,U,0,Autocuration,1,,CHEMBL620561,,BAO_0000218,,
11135,50588,N,1,Intermediate,1,,CHEMBL620562,,BAO_0000218,,
11136,100712,N,1,Intermediate,1,,CHEMBL620563,,BAO_0000218,,
11137,50597,N,1,Intermediate,1,,CHEMBL620564,,BAO_0000218,,
11138,22224,U,0,Autocuration,1,,CHEMBL872265,,BAO_0000218,,
11139,22224,U,0,Autocuration,1,,CHEMBL620565,,BAO_0000218,,
11140,22224,U,0,Autocuration,1,,CHEMBL620566,,BAO_0000218,,
11141,22224,U,0,Autocuration,1,,CHEMBL620567,,BAO_0000218,,
11142,50588,N,1,Intermediate,1,,CHEMBL620568,,BAO_0000218,,
11143,22224,U,0,Autocuration,1,,CHEMBL620569,,BAO_0000218,,
11144,22224,U,0,Autocuration,1,,CHEMBL620570,,BAO_0000218,,
11145,22224,U,0,Autocuration,1,,CHEMBL620571,,BAO_0000218,,
11146,50594,N,1,Intermediate,1,,CHEMBL620572,,BAO_0000218,,
11147,22224,U,0,Autocuration,1,,CHEMBL620573,,BAO_0000218,,
11148,22224,U,0,Autocuration,1,,CHEMBL620574,,BAO_0000218,,
11149,22224,U,0,Autocuration,1,,CHEMBL620575,,BAO_0000218,,
11150,22224,U,0,Autocuration,1,,CHEMBL620576,,BAO_0000218,,
11151,22224,U,0,Autocuration,1,,CHEMBL875846,,BAO_0000218,,
11152,22224,U,0,Autocuration,1,,CHEMBL620577,,BAO_0000218,,
11153,22224,U,0,Autocuration,1,,CHEMBL620578,,BAO_0000218,,
11154,22224,U,0,Autocuration,1,,CHEMBL620579,,BAO_0000218,,
11155,22224,U,0,Autocuration,1,,CHEMBL621248,,BAO_0000218,,
11156,22224,U,0,Autocuration,1,,CHEMBL625390,,BAO_0000218,,
11157,22224,U,0,Autocuration,1,,CHEMBL625391,,BAO_0000218,,
11158,22224,U,0,Autocuration,1,,CHEMBL872266,,BAO_0000218,,
11159,22224,U,0,Autocuration,1,,CHEMBL625392,,BAO_0000218,,
11160,50597,N,1,Intermediate,1,,CHEMBL625393,,BAO_0000218,,
11161,50597,N,1,Intermediate,1,,CHEMBL625394,,BAO_0000218,,
11162,50797,N,1,Intermediate,1,,CHEMBL625395,,BAO_0000218,,
11163,22224,U,0,Autocuration,1,,CHEMBL625396,,BAO_0000218,,
11164,22224,U,0,Autocuration,1,,CHEMBL625397,,BAO_0000218,,
11165,50594,N,1,Intermediate,1,,CHEMBL625398,,BAO_0000218,,
11166,50594,N,1,Intermediate,1,,CHEMBL625399,,BAO_0000218,178.0,
11167,50594,N,1,Intermediate,1,,CHEMBL626074,,BAO_0000218,2037.0,
11168,50594,N,1,Intermediate,1,,CHEMBL626075,,BAO_0000218,,
11169,50597,N,1,Intermediate,1,,CHEMBL626076,,BAO_0000218,1969.0,
11170,50797,N,1,Intermediate,1,,CHEMBL626077,,BAO_0000218,1969.0,
11171,50597,N,1,Intermediate,1,,CHEMBL626078,,BAO_0000218,178.0,
11172,22224,U,0,Autocuration,1,,CHEMBL625846,,BAO_0000218,178.0,
11173,22224,U,0,Autocuration,1,,CHEMBL625847,,BAO_0000218,178.0,
11174,50597,N,1,Expert,1,,CHEMBL625848,,BAO_0000218,,
11175,50597,N,1,Intermediate,1,,CHEMBL625849,,BAO_0000218,1969.0,
11176,50588,N,1,Intermediate,1,,CHEMBL626023,,BAO_0000218,1969.0,
11177,50588,N,1,Intermediate,1,,CHEMBL626024,,BAO_0000218,1969.0,
11178,50588,N,1,Intermediate,1,,CHEMBL626025,,BAO_0000218,1969.0,
11179,22224,U,0,Autocuration,1,,CHEMBL626026,,BAO_0000218,,
11180,22224,U,0,Autocuration,1,,CHEMBL626027,,BAO_0000218,,
11181,22224,U,0,Autocuration,1,,CHEMBL626028,,BAO_0000218,,
11182,50588,N,1,Intermediate,1,,CHEMBL626029,,BAO_0000218,1969.0,
11183,22224,U,0,Autocuration,1,,CHEMBL626030,,BAO_0000218,1969.0,
11184,22224,U,0,Autocuration,1,,CHEMBL626031,,BAO_0000218,1969.0,
11185,22224,U,0,Autocuration,1,,CHEMBL626032,,BAO_0000218,1969.0,
11186,22224,U,0,Autocuration,1,,CHEMBL626033,,BAO_0000218,1969.0,
11187,22224,U,0,Autocuration,1,,CHEMBL626034,,BAO_0000218,1969.0,
11188,50588,N,1,Intermediate,1,,CHEMBL626035,,BAO_0000218,1969.0,
11189,22224,U,0,Autocuration,1,,CHEMBL626036,,BAO_0000218,1969.0,
11190,50588,N,1,Expert,1,,CHEMBL626037,,BAO_0000218,1969.0,
11191,100712,N,1,Intermediate,1,,CHEMBL626038,,BAO_0000218,1969.0,
11192,50597,N,1,Intermediate,1,,CHEMBL626039,,BAO_0000218,1969.0,
11193,50597,N,1,Intermediate,1,,CHEMBL626040,,BAO_0000218,1969.0,
11194,50592,N,1,Intermediate,1,,CHEMBL626041,,BAO_0000218,1969.0,
11195,22224,U,0,Autocuration,1,,CHEMBL626042,,BAO_0000218,,
11196,22224,U,0,Autocuration,1,,CHEMBL626043,,BAO_0000218,,
11197,22224,U,0,Autocuration,1,,CHEMBL626044,,BAO_0000218,,
11198,22224,U,0,Autocuration,1,,CHEMBL626045,,BAO_0000218,,
11199,22224,U,0,Autocuration,1,,CHEMBL626046,,BAO_0000218,,
11200,50588,N,1,Intermediate,1,,CHEMBL626047,,BAO_0000218,1969.0,
11201,100712,N,1,Intermediate,1,,CHEMBL626048,,BAO_0000218,1969.0,
11202,50597,N,1,Intermediate,1,,CHEMBL626049,,BAO_0000218,1969.0,
11203,50597,N,1,Intermediate,1,,CHEMBL626050,,BAO_0000218,1969.0,
11204,50588,N,1,Intermediate,1,,CHEMBL874541,,BAO_0000218,1969.0,
11205,100712,N,1,Intermediate,1,,CHEMBL622826,,BAO_0000218,1969.0,
11206,100712,N,1,Intermediate,1,,CHEMBL622827,,BAO_0000218,1969.0,
11207,50597,N,1,Intermediate,1,,CHEMBL622828,,BAO_0000218,1969.0,
11208,50597,N,1,Intermediate,1,,CHEMBL622829,,BAO_0000218,1969.0,
11209,50597,N,1,Intermediate,1,,CHEMBL876806,,BAO_0000218,,
11210,50588,N,1,Intermediate,1,,CHEMBL622830,,BAO_0000218,,
11211,50597,N,1,Intermediate,1,,CHEMBL622831,,BAO_0000218,,
11212,50588,N,1,Intermediate,1,,CHEMBL626794,,BAO_0000218,,
11213,50597,N,1,Intermediate,1,,CHEMBL626795,,BAO_0000218,,
11214,50597,N,1,Intermediate,1,,CHEMBL626796,,BAO_0000218,,
11215,50597,N,1,Intermediate,1,,CHEMBL626797,,BAO_0000218,,
11216,50597,N,1,Intermediate,1,,CHEMBL626798,,BAO_0000218,,
11217,50588,N,1,Intermediate,1,,CHEMBL626799,,BAO_0000218,,
11218,50588,N,1,Intermediate,1,,CHEMBL626800,,BAO_0000218,,
11219,22224,U,0,Autocuration,1,,CHEMBL626801,,BAO_0000218,1969.0,
11220,50597,N,1,Intermediate,1,,CHEMBL876816,,BAO_0000218,1969.0,
11221,50597,N,1,Intermediate,1,,CHEMBL626802,,BAO_0000218,1969.0,
11222,50588,N,1,Intermediate,1,,CHEMBL626803,,BAO_0000218,1969.0,
11223,22224,U,0,Autocuration,1,,CHEMBL626804,,BAO_0000218,1969.0,
11224,50597,N,1,Intermediate,1,,CHEMBL626805,,BAO_0000218,1969.0,
11225,50597,N,1,Intermediate,1,,CHEMBL626309,,BAO_0000218,1969.0,
11226,50597,N,1,Intermediate,1,,CHEMBL626310,,BAO_0000218,1969.0,
11227,50597,N,1,Intermediate,1,,CHEMBL626311,,BAO_0000218,1969.0,
11228,50597,N,1,Intermediate,1,,CHEMBL626312,,BAO_0000218,1969.0,
11229,50597,N,1,Intermediate,1,,CHEMBL626313,,BAO_0000218,995.0,
11230,50597,N,1,Intermediate,1,,CHEMBL626314,,BAO_0000218,995.0,
11231,50597,N,1,Intermediate,1,,CHEMBL626315,,BAO_0000218,995.0,
11232,50597,N,1,Intermediate,1,,CHEMBL626316,,BAO_0000218,995.0,
11233,50597,N,1,Intermediate,1,,CHEMBL626317,,BAO_0000218,995.0,
11234,50597,N,1,Intermediate,1,,CHEMBL626318,,BAO_0000218,,
11235,50597,N,1,Intermediate,1,,CHEMBL626319,,BAO_0000218,,
11236,50597,N,1,Intermediate,1,,CHEMBL626320,,BAO_0000218,,
11237,50597,N,1,Intermediate,1,,CHEMBL875053,,BAO_0000218,,
11238,50597,N,1,Intermediate,1,,CHEMBL626321,,BAO_0000218,,
11239,50597,N,1,Intermediate,1,,CHEMBL626322,,BAO_0000218,,
11240,50597,N,1,Intermediate,1,,CHEMBL626323,,BAO_0000218,,
11241,50597,N,1,Intermediate,1,,CHEMBL626324,,BAO_0000218,,
11242,50597,N,1,Intermediate,1,,CHEMBL626325,,BAO_0000218,,
11243,50597,N,1,Intermediate,1,,CHEMBL626326,,BAO_0000218,,
11244,50597,N,1,Intermediate,1,,CHEMBL626327,,BAO_0000218,,
11245,50597,N,1,Intermediate,1,,CHEMBL626328,,BAO_0000218,,
11246,50597,N,1,Intermediate,1,,CHEMBL626329,,BAO_0000218,178.0,
11247,50597,N,1,Intermediate,1,,CHEMBL626330,,BAO_0000218,178.0,
11248,50597,N,1,Intermediate,1,,CHEMBL626331,,BAO_0000218,178.0,
11249,50597,N,1,Intermediate,1,,CHEMBL626332,,BAO_0000218,178.0,
11250,50597,N,1,Intermediate,1,,CHEMBL626333,,BAO_0000218,178.0,
11251,50597,N,1,Intermediate,1,,CHEMBL626334,,BAO_0000218,178.0,
11252,50597,N,1,Intermediate,1,,CHEMBL626335,,BAO_0000218,178.0,
11253,50597,N,1,Intermediate,1,,CHEMBL624798,,BAO_0000218,178.0,
11254,50597,N,1,Intermediate,1,,CHEMBL624799,,BAO_0000218,955.0,
11255,50597,N,1,Intermediate,1,,CHEMBL624800,,BAO_0000218,955.0,
11256,50597,N,1,Intermediate,1,,CHEMBL624801,,BAO_0000218,955.0,
11257,50597,N,1,Intermediate,1,,CHEMBL624802,,BAO_0000218,955.0,
11258,50597,N,1,Intermediate,1,,CHEMBL624803,,BAO_0000218,955.0,
11259,50597,N,1,Intermediate,1,,CHEMBL624804,,BAO_0000218,955.0,
11260,50597,N,1,Intermediate,1,,CHEMBL624805,,BAO_0000218,955.0,
11261,50597,N,1,Intermediate,1,,CHEMBL624806,,BAO_0000218,955.0,
11262,50597,N,1,Intermediate,1,,CHEMBL624807,,BAO_0000218,,
11263,50597,N,1,Intermediate,1,,CHEMBL624808,,BAO_0000218,,
11264,50597,N,1,Intermediate,1,,CHEMBL624809,,BAO_0000218,,
11265,50597,N,1,Intermediate,1,,CHEMBL624810,,BAO_0000218,,
11266,50597,N,1,Intermediate,1,,CHEMBL877618,,BAO_0000218,,
11267,50597,N,1,Intermediate,1,,CHEMBL624811,,BAO_0000218,,
11268,50597,N,1,Intermediate,1,,CHEMBL624812,,BAO_0000218,,
11269,50597,N,1,Intermediate,1,,CHEMBL624813,,BAO_0000218,,
11270,50597,N,1,Intermediate,1,,CHEMBL624814,,BAO_0000218,,
11271,50597,N,1,Intermediate,1,,CHEMBL624815,,BAO_0000218,,
11272,50597,N,1,Intermediate,1,,CHEMBL624816,,BAO_0000218,,
11273,50597,N,1,Intermediate,1,,CHEMBL624817,,BAO_0000218,,
11274,50588,N,1,Intermediate,1,,CHEMBL624818,,BAO_0000218,,
11275,50588,N,1,Intermediate,1,,CHEMBL624819,,BAO_0000218,,
11276,50588,N,1,Intermediate,1,,CHEMBL624820,,BAO_0000218,,
11277,50588,N,1,Intermediate,1,,CHEMBL624821,,BAO_0000218,,
11278,50588,N,1,Intermediate,1,,CHEMBL624822,,BAO_0000218,,
11279,50588,N,1,Intermediate,1,,CHEMBL624823,,BAO_0000218,,
11280,50212,N,1,Intermediate,1,,CHEMBL624824,,BAO_0000218,,
11281,50597,N,1,Intermediate,1,,CHEMBL624825,,BAO_0000218,178.0,
11282,50597,N,1,Intermediate,1,,CHEMBL624826,,BAO_0000218,178.0,
11283,50597,N,1,Intermediate,1,,CHEMBL876817,,BAO_0000218,2081.0,
11284,50597,N,1,Intermediate,1,,CHEMBL624827,,BAO_0000218,2081.0,
11285,50597,N,1,Intermediate,1,,CHEMBL624828,,BAO_0000218,,
11286,50597,N,1,Intermediate,1,,CHEMBL624829,,BAO_0000218,,
